,0
9411,O/S TRIP BODY  3.00-600RF03 WC6 MP
9412,"BDY VLV O/S 3.00"" WC6 MPI SA6744"
9413,CIRC LUBE SYSTEM FT-2275-16 SINGLE BRG
9414,CASING V22-23L CW 4PC 150FF/03  WC6 MPI
9415,CASING V22-23  8X150  WC6 MPI
9416,CSG V22L/23L/23E 150# WC6 MPI
9417,Assembly 02T6646
9418,COVER 02T6646 V12L 202 CCW
9419,Assembly 02T6650
9420,COVER 02T6650 16E 200 CCW
9421,Assembly 02T6651
9422,COVER 02T6651 CCW 16L 200
9423,Assembly 02T6652
9424,COVER 02T6652 CCW 12M 200
9425,Assembly 02T6654
9426,THROTTLE A22L 2.50 201-202 SOC DRN
9427,COVER 02T6654 22L CW
9428,"FLANGES,GASKETS,HDW WATER COOL 12-23"
9429,FLANGE BLIND .50-150RF FST
9430,LUBRICATION TRICOS OMPL 22-23L PLUGGED
9431,Assembly 02T6665
9432,COVER 02T6665 16L CCW WC6
9433,WATER COOLING FLGD .50-300RF03 16E-20L
9434,Assembly 02T6667
9435,"COVER 02T6667,68 16L CCW WC6"
9436,LEAKOFF GLAND HOUSING 16L FLGD HPB
9437,Assembly 02T6668
9438,Assembly 02T6669
9439,ROTOR  V22-23L CCW 444-5VP/HP INPRO SEAL
9440,SHAFT VA23L A-C THR MAG/INP 6RING 4140HT
9441,COVER 02T6669 02T6670  V23L CCW 202
9442,YOKE SAFETY SCRN KIT V22-23L  INPRO/MAG
9443,YOKE W/FLG VA22-23L INPRO SEAL SCR PROT
9444,YOKE W/FLANGE V23 202 C THR INPR
9445,"YOKE VA22-23LSCREEN PROTECTOR,INPRO SEAL"
9446,YOKE VA22/23L COV END INPRO/ MAG
9447,HOUSING MTG V16-23L W/ GUARDS
9448,MOUNTING HSG V16-23L W / SAFETY GUARDS
9449,MOUNTING HOUSING V16-23L DD GUARDS
9450,TURB V22-23L 202 106-150 A&C INPRO
9451,CASING V22-23L CCW  4PC 150RF03
9452,Assembly 02T6675
9453,COVER 02T6675 16L CCW 200
9454,Assembly 02T6681
9455,ROTOR V20L CW DTHR DI WHL/4140 2142 RPM
9456,SHAFT ASSY V16-20L D&E  THRUST
9457,SHAFT TURB V16-20 THRUST D&E
9458,WASHER BEARING D THRUST
9459,COVER 02T6681 VA20L 202 CW
9460,DRAIN BOTTLES OML  V12L-23E/L FITTINGS
9461,TURBINE V16-V20L 202 0-105PSI D THR OML
9462,WASHER LOCK HIGH COLLAR 5/8
9463,SHCS 5/8-11UNRC-3A X 2.75
9464,ENCLOSURE BEARING HSG  D THRUST OML
9465,RING DIST V20 THRUST D
9466,TBG RD 5.250 OD X 3.250 ID STL
9467,LUBRIMIST MODEL VO OIL MIST GENERATOR
9468,BEARING HOUSING V16-20L  D THRT HVY BOLT
9469,YOKE W/FLANGE V16 202 D THR
9470,Assembly 02T6682
9471,COVER 02T6682 22L CCW
9472,Assembly 02T6684
9473,ROTOR 20L CCW 4140 WHL/SHAFT  1755RPM
9474,COVER 02T6684 20L 202 CCW
9475,Assembly 02T6685
9476,COVER 02T6685 20L CW 200
9477,Assembly 02T6687
9478,COVER 02T6687 16L 201 CW
9479,Assembly 02T6688
9480,COVER 02T6688 22L 201 CCW
9481,ROTATION 22-23L CCW 201 3PC
9482,Assembly 02T6689
9483,THROTTLE 22L 2.00 202 WC6 VALTEK-25
9484,COVER 02T6689 22L CCW WC6
9485,Assembly 02T6690
9486,COVER 02T6690 202 23E CW
9487,NOZZLE 115 23E
9488,CVB4 23E  WC6 6PT  W/ VALTEK 25/50
9489,Assembly 02T6697
9490,GLAND HOUSING 23EH INNER 6 RING DI
9491,GLAND HOUSING INNER DI 6RING
9492,GLAND HOUSING 23EH OUTER 6 RING DI
9493,GLAND HOUSING OUTER DI 6RING
9494,COVER 02T6697 202 23E CW
9495,CVB4 23E 202 WC6 DD 4PT
9496,CASING 23E LH 202 CW 5PC JSCR300RF03 WC6
9497,CASING 23L LH 202 300 FLG WC6
9498,CSG A22L/23L/23E LH 300# WC6
9499,Assembly 02T6698
9500,ROTOR ASSY V12M/L  CCW 182-184 TC
9501,COVER 02T6698 12M CCW 202
9502,Assembly 02T6699
9503,COVER 02T6699 22L CW
9504,TURBINE V22L 202 0-105 OML D THR 7312
9505,ENCLOSURE BGR HOUSING V22-3E OML
9506,YOKE W/FLANGE V23 202 D THR SPEC
9507,Assembly 02T6703
9508,THROTTLE 16E 2.00 201-202 MP
9509,THRT VALVE BODY ASSY 2.00 600# MAG PART
9510,COVER 02T6703 16E CCW MP
9511,COVER 16E 202 2.0 INL MAG PART
9512,LEAKOFF GLAND FLGD RLA16E-L .50-300 RTJ
9513,FLANGE SOC .50-300RTJ FST
9514,DRAIN EXH FLGD 16L 202 .75-300 RTJ
9515,FLANGE SOC .75-300RTJ FST
9516,DRAIN O/S TRIP .75-600RTJ
9517,OVERSPEED TRIP 16E 202 RTJ MP
9518,O/S TRIP VALVE BODY 2.00-600RTJ 202 MPI
9519,LEAKOFF 16L-E STRIP/THROT FLGD   300RTJ
9520,ELBOW SOC .50 X 90 3000# FST // 2
9521,NIPPLE .50 X 4.50 SC80 A106 TOE
9522,CASING 16L-E RH 202 150RTJ MPI JSCR
9523,CASING 16L-E RH 202 WCB MPI
9524,Assembly 02T6706
9525,COVER 02T6706 20L CW 200
9526,FLANGE WNK 2.0-300FF FST
9527,FLANGE WNK 6.0-150FF FST
9528,Assembly 02T6707
9529,ROTOR ASSY CW 16 SINGLE ROW
9530,WHEEL ASSY 16 SINGLE ROW CW DI
9531,COVER 02T6707 16E CW
9532,ROTATION 16K CW SINGLE ROW
9533,REBUILT WDWD GOV TG13 CW 2401-4000
9534,Assembly 02T6710
9535,COVER 02T6710 16L CCW 200
9536,Assembly 02T6711
9537,ROTOR ASSY 22L-23L CCW STD    2154 RPM
9538,COVER 02T6711 23L CCW 202
9539,Assembly 02T6712
9540,COVER 02T6712 23L 202 CW
9541,CASING 23L RH 202 CW 150FF03 3PC JKSCR
9542,Assembly 02T6714
9543,COVER 02T6714 20L CW 200
9544,Assembly 02T6725
9545,Assembly 02T6727
9546,MOUNTING HOUSING DD MICROSWITCH
9547,MOUNTING HOUSING RLH TG-10 MICRO
9548,"COVER 02T6727,28,29 202 23E CCW"
9549,BRAKE MAGNETIC KENDRION MTG KIT RLA23E
9550,KEY 6MM(.2362) SQ x35MM(1.38) LG ROE STL
9551,PLATE ADAPTOR BRAKE KENDRION
9552,SHAFT BRAKE ADAPTOR KENDRION
9553,CLAPPER VLV CVB4 202 23E 600RF W/0 CL PL
9554,Assembly 02T6734
9555,ROTOR V12L CW 143-145VP ADPTR PL 3.31EXT
9556,SHAFT V12M-L A-C THR ADPTR PLATE .001RO
9557,SHAFT V12M-L  A-C THR ADPTR PLATE .001RO
9558,COVER 02T6734 12M CW
9559,ADAPTER PL/WARREN STEAM PUMP - RLVA12M
9560,Assembly 02T6736
9561,Assembly 02T6738
9562,COVER 02T6738 200 23E CW
9563,Assembly 02T6740
9564,COVER 02T6740 20L 202 CCW
9565,Assembly 02T6742
9566,COVER 02T6742 02T6743 CW 23E
9567,Assembly 02T6743
9568,Assembly 02T6744
9569,COVER 02T6744 CCW 12M 200
9570,Assembly 02T6745
9571,COVER 02T6745 V12L 202 CW
9572,PIPING WTR COOLING INTCON API V12
9573,Assembly 02T6748
9574,THROTTLE  VA16L 1.50 200
9575,ROTOR V16E-L CW  D THR 7310 BRG
9576,COVER 02T6748 V16L CW 200
9577,TURBINE V16E-20L 200 D THR 7310 BRG
9578,ENCLOSURE BEARING HOUSING THRUST D
9579,YOKE W/FLANGE 324-405VP/HP 200 D THRUST
9580,Assembly 02T6749
9581,COVER 02T6749 12L 202 CCW
9582,LUBRICATION RLA12M/L OML PURE PLUGGED
9583,YOKE COVER END OML
9584,YOKE CASING END OML
9585,Assembly 02T6750
9586,COVER 02T6750 02T6751 16E 200 CCW
9587,"FLANGES 2.0&4.0 200, GASKETS & HARDWARE"
9588,GASKET SPL WND 2.0-300 CG-3G
9589,HHCS 5/8-11 X 2.50 SS316
9590,HHCS 5/8-11 X 3.50 SS316
9591,FLANGE WNK 4.00-125/150 FF FST
9592,GASKET RING 4.00-150# NON-ASB
9593,Assembly 02T6751
9594,Assembly 03H6753
9595,ROTOR W24 CCW .44 HP2 UT WHL/SHFT
9596,WHEEL CCW BROACHED 7/16 UT
9597,NOZZLE BLOCK 03H6753 CCW .44NOZ CPB
9598,CVB3 A19-28 WC6 DD 4PT CL6 CASCON PUMP
9599,WDWD GOVERNOR TG17L CCW 2401-4000
9600,FISHER ACTUATOR SPR DIPH 32 3660
9601,Assembly 03H6757
9602,ROTOR W24 CW .75 HP2 106-150
9603,SHAFT A24-28 4140HT 106-150 6RG INT GLD
9604,NOZZLE BLOCK 03H6757 24 CW .75
9605,4PC 24 RH 6.0 106-150 300RF INT6RGLD SF
9606,3PC A24 HP2 RH 202 6x10-300RF WD GLD HSG
9607,2PC A24 6x10 HP2 RH 202 300 WCB
9608,INLET MACHINING H24  6-600 106-150
9609,INLET H24-28 106-150 WELDMENT
9610,INLET H24-28 106-150 WELD PREPARATION
9611,GLAND HOUSING HIP2 106-150 BOTTOM CAP
9612,GLAND HOUSING HIP2 106-150
9613,EXHAUST MACHINING H24 RH 106-150
9614,EXHAUST RH H24-28 106-150 WELDMENT
9615,EXHAUST RH H24-28 106-150 WELD PREPARAT
9616,SHCS 3/4-10UNRC-3A X 4.00 B7
9617,COVER MACHINING H24 106-150
9618,COVER H24-28 106-150 WELDMENT
9619,GLAND HSG  24 HIP2 106-150 TOP CAP
9620,ELBOW ST PKR NPT .75 X 45 STL
9621,GLAND HOUSING HIP2 106-150 TOP CAP
9622,RIB TURBINE COVER 24 106-150
9623,FLAT STK 1.000 X 3.500 STL
9624,COVER H24-28 106-150 WELD PREPARATION
9625,Assembly 03H6761
9626,ROTOR  W19 CW .44N0Z  SHP  3570 RPM
9627,NOZZLE BLOCK 03H6761 19 CW
9628,Assembly 03H6763
9629,ROTOR W 24 CCW .75 FGD SHAFT   5848 RPM
9630,SHAFT RLHA24-28 FLAT 4140 FGD
9631,NOZZLE BLK 24 DRILL [12] 164 CCW 03H6763
9632,Assembly 03H6769
9633,NOZZLE BLOCK 03H6769 24 CW .56
9634,DRAINS FLG 6CVB 3/4-600RF03 SOC WELD
9635,DRAINS FLGD 3PC 24-28 202 03 SOC WLD DRN
9636,CVB6 A24-28 202 DD TG 6PT SOC DRN NWR
9637,VALVE BODY CVB6 WCB 600RF03 S/WLD  NWR
9638,4PC A24 RH 150RF03 6.0 B7 S/WLD DRN S/F
9639,3PC A24-28 RH 202 6x10-150RF SOC  NWR
9640,2PC A24 RH 202 150 6.0 WCB SOC WLD NWR
9641,CASING INL A24 202 6.0 WCB SOC WELD NWR
9642,Assembly 03H6782
9643,ROTOR  W24 CW .75 B-D SHAFT
9644,NOZZLE BLOCK 03H6782 24 CW .75
9645,PIPING OIL DRAIN 24 LH NONAPI TEMP CD143
9646,BUSHING RED HEX NPT 1.50 X 1.00
9647,RTD TEMP TRANSMITTER 4-20ma 70-270Â°F
9648,LUFKIN GEAR REDUCER N800C - S/N: 117456
9649,Assembly 03H6783
9650,NOZZLE BLOCK 03H6783 24 CW .56
9651,Assembly 03H6791
9652,NOZZLE BLOCK 03H6791 CCW .44NOZ CPB
9653,LAGGING STEEL 24-28 LH HP2 4CVB
9654,LAGGING STEEL RIGHT SIDE 24-28 LH EX HP2
9655,LAGGING STEEL LEFT SIDE 24-28 LH EX HP2
9656,4PC 24 LH 4.0 151/300 CL6 CPB W/ DRN S/F
9657,3PC 24 LH 151-300 WC6 CPB WLD DRN B16
9658,2PC 24 LH 4x10 151-300 WC6 CPB WLD DRN
9659,CASING A24-28 EXH 10 HP2 WC6  WLD DRAIN
9660,CASING EXH A24-28 LH HP2 WC6 PROV DRN
9661,Assembly 03H6792
9662,NOZZLE BLOCK 03H6792 24 CW .75
9663,CVB6 A24-28 202 GD UG40 6PT
9664,Assembly 03H6799
9665,ROTOR  W19 CW .75 MP  WHL/ MP SHFT
9666,WHEEL CW NOZ 3/4 BROACHED MP
9667,NOZZLE BLOCK 02H6799 CW 19 .75NOZ
9668,LUFKIN GEAR REDUCER S1200D
9669,Assembly 03H6802
9670,ROTOR ASSY W 24 CW .56  BR0  5445 RPM
9671,NOZZLE BLOCK 03H6802 24 CW .56
9672,Assembly 03H6810R
9673,NOZ BLK 24 INST (9)223 CW SS 03H6810-2R
9674,SECTOR ASSY 7/16 NOZ STAINLESS
9675,SECTOR MACH 7/16 NOZ STAINLESS
9676,SECTOR RING BLANK STAINLESS
9677,Assembly 03H6811R
9678,Assembly 03H6812R
9679,Assembly 03H6815
9680,"NOZZLE BLOCK 03H6815,16,17 CW 19 .56"
9681,Assembly 03H6816
9682,Assembly 03H6817
9683,Assembly 03H6818
9684,NOZZLE BLK 28 CCW DR 464 EXT SST 03H6818
9685,NOZZLE BLK B/MACH 28 EXT JIG 410 SST
9686,NOZZLE BLK RING 28 EXT MACH
9687,NOZZLE BLK BLANK 28 EXT
9688,TACHOMETER DYN DS-800 LED DISPLAY
9689,"EXP PRF ENCLOSURE W/WINDOW 8"" x8"" x6"""
9690,Assembly 03H6822
9691,ROTOR WB28 CW .75NOZ
9692,NOZZLE BLOCK 03H6822 28 CW EXT
9693,4PC A28 RH 200 125FF00 6.0 EXT S/FACE
9694,Assembly 03H6823
9695,HOUSING MTG DD SOL/PROX 6PU TANDEM NC
9696,ROTOR W24 CW .44 UT WHL TANDEM GR SHFT
9697,SHAFT ASSY A24-28 4140FGD TANDEM GEAR UT
9698,SHAFT  A24-28 4140 FGD TANDEM GEAR UT
9699,WHEEL CW BROACHED 7/16 UT OMTR
9700,"NOZZLE BLOCK 03H6823,24 24 CW .44"
9701,BOX RTD ELEC. OUTLET NO ELEC. FITTINGS
9702,TERMINAL BLOCK-12 POLE
9703,RHMS 8-32X.75 STL-ZC
9704,WASH PL 3/8 STL-ZC
9705,BRACKET - RTD ELEC. BOX
9706,BOX RTD ELEC. OUTLET EXPLOSION
9707,BOX OUTLET (PREFERENCE KILLARK)
9708,PLATE MOUNTING RTD ELEC BOX
9709,FLAT STK 0.190 X 3.000 CFS
9710,PIPING VLVD INTCNG COOL WATER CVB3 24/28
9711,CVB3 A19-28 202 585CR/50 ACT 6PT MP
9712,SIGNAL GEAR A19-28 TDM 30T-30T O/S TRIP
9713,4PC A24-28 LH 202 150RF03 4.0 B7 MP S/F
9714,3PC 24-28 LH 202 WCB 4X10 150RF03 MPI
9715,CASING A24-28 LH 4-600X10 150 MPT
9716,CASING EXH LH MAG PART SPEC
9717,SECTOR ASSY 7/16 NOZ CMTR BLADE
9718,Assembly 03H6824
9719,Assembly 03H6825
9720,ROTOR W19 CW .44 WHL UT/FGD SHFT UT OMTR
9721,SHAFT A19 4140 FORGED UT OMTR
9722,WHEEL CW  BROACHED 7/16 UT CMTR
9723,NOZZLE BLOCK 03H6825 CW  19 .44
9724,CVB3 A19-28 202 DD TG 6 PT MP
9725,4PC A19 202 LH 150RF03 MP S/FACE
9726,3PC A19 LH 202 150RF03 4.0 MPI
9727,2PC A19 LH 150FF WCB MPI
9728,CASING EXH LH 150FF WCB MPI
9729,Assembly 03H6826
9730,HOUSING MTG GD KBGY A24 3PU SOL/MICRO NP
9731,MOUNTING HSG 24 GD KGBY 3P/U SOL/MICRO
9732,RTR ASSY 28 CW .75  A470 FGD KBY UT CMTR
9733,SHAFT & WHL A28 KGBY A470 FGD UT CMTR
9734,ROTOR FORGING RLH24-28 KGBY
9735,"BLADING, ROW2 MILLED CW & CCW RLH28 CMTR"
9736,"BLADING, ROW1 MILLED CCW RLH28 CMTR"
9737,NOZZLE BLOCK 03H6826 28 CW
9738,PIPING FLGD OIL COOL PUMP TUTHILL 2RFD
9739,TEE F BR SWG .75T X .75P SST
9740,PIPING OIL DRN A24 LH API3R KGBY SE
9741,ELBOW SOC 2.00 X 90 3000# SST
9742,CVB6 A24-28 202 KBY 585CR ACTR 9PT MP
9743,4PC A24-A28 LH 202 150RF03 6.0 B7 MP S/F
9744,3PC 24-28 LH 202 6X10 150RF03 B7 MP
9745,2PC 24 LH 6CVB-10 202 150FF03 MPI
9746,CASING EXH A24-28 LH 10-150 WCB MP
9747,FORCED FEED LUBE SYSTEM # FT-3024
9748,Assembly 03H6828
9749,NOZZLE BLOCK 03H6828 CCW  19 .44
9750,GOVERNOR WWD 2301A 10-40 VDC 0-200 mA
9751,Assembly 03H6829
9752,ROTOR  WB19 CW .44  SHP  MP  3557 RPM
9753,SHAFT B19 4140/4150 HT MP
9754,"NOZZLE BLOCK 03H6829,30 CW 19 .44"
9755,CVB3 A19-28 202 DD TG 4 PT MP
9756,Assembly 03H6830
9757,4PC 19 RH 202 4X8 150RF03 MP S/FACE
9758,3PC A19 RH 202 150RF03 4.0 MP
9759,Assembly 03H6831
9760,ROTOR  WB19 CCW .44  SHP  4140SFT MP
9761,NOZZLE BLOCK 03H6831 CCW 19 .44
9762,CVB 2X3 19-28 202 TG 2 PT MP
9763,Assembly 03H6841
9764,NOZZLE BLOCK 03H6841 CW  19 .44
9765,CVB3 19/24-28 202 6PT PROV ACT
9766,Assembly 03H6845
9767,ROTOR W19 .56NOZ  CCW BRO/MILLED
9768,WHEEL ASSY NOZ 9/16 BROACHED/MILLED
9769,NOZZLE BLOCK 03H6845 CCW  19 .56
9770,"FLANGES 3X8, GASKETS & HARDWARE"
9771,Assembly 03H6846
9772,BEARING HSG 19 EXH .25 & .50 RTD .50 VIB
9773,BEARING HSG 19 INL .25 & .50 RTD .50 VIB
9774,ROTOR  W19 CW .75MILL 4140 FGD  6496 RPM
9775,SHAFT A19 4140 FORGED B-D
9776,SHAFT  A19 4140 FORGED B-D
9777,"NOZZLE BLOCK 03H6846,47 CW 19 .75"
9778,DRAINS FLGD 3PC A19 202 600RF03
9779,PIPING OIL FEED 19 2 FLG 600RF03 316 SST
9780,FLANGE SOC .75-600RF03 316 SST SC80
9781,ORIFICE .062D X .750D 316 SST
9782,PIPING OIL DRN STUB 19 .75-600RF RH SST
9783,STAND PIPE ASSY .75 316 SST
9784,ELBOW SOC .75 X 90 3000# 316 SST
9785,PIPE CONN .75X2.62 316 STN STL
9786,NIPPLE .75 X 2.62 SCH80 TOE 316 SST
9787,ELBOW SOC .75 X 45 3000# 316 SST
9788,4PC A19 RH 202 4X8 150FF03 MP SF PED
9789,"THERMOMETER 3"" 0-250 F DUAL SCALE WIKA"
9790,Assembly 03H6847
9791,Assembly 03H6860
9792,HSG MTG RLH DD 2PU .75 KYPH SOL PROX
9793,ROTOR W24 CCW .56MILL UT MP CMTR 1717RPM
9794,SHAFT ASSY A24-28 4140OMTR B-D SST MP UT
9795,SHAFT  A24-28  4140 OMTR B-D SST MP UT
9796,WHEEL ASSEMBLY MP/UT MILLED 9/16 CMTR
9797,NOZZLE BLK 24 DRILL [12] 144 CCW 03H6860
9798,AIR CYLINDER TRIP WITH M12x1 PROX SWITCH
9799,BRACKET PROXIMITY SWITCH MTG RLHA M12x1
9800,DRAINS FLG 3PC A24-28 202 SOC LPI
9801,PIPING OIL FEED 24 GOV END 4TH PRESS LPI
9802,BUSHING RED HEX NPT .75 X .50 SS
9803,ORIFICE .125 x .75 316 SST
9804,DRAINS FLGD CVB4 201-202 .75-600RF03 LPI
9805,PIPING OIL DRN A24 LH 4TH GOV 1.5  LPI
9806,ELBOW SOC 1.50 X 90 3000# 316 SST
9807,CVB 4.0 DD 201-202 6PT 585 ACT MP/NWR
9808,PROXIMITY SENSOR P+F NCB2-12GM35-NO
9809,"SENTINEL WARNING VALVE SST 70 PSIG  3/4"""
9810,HOUSING B/N PROXIMITOR 3300 XL DIN RAIL
9811,"PRESS GAUGE 0-30 PSI, PSI & KG/CM2, WIKA"
9812,ADAPTER 1/2 NPT M X M20x1.5 F SST
9813,Assembly 03H6861
9814,Assembly 03H6862
9815,Assembly 03H6863
9816,"NOZZLE BLOCK 03H6863,65 CW 19 .44"
9817,CVB3 A19-28 202 DD TG 6 PORT CASCON PUMP
9818,Assembly 03H6864
9819,Assembly 03H6865
9820,Assembly 03H6867
9821,SECTOR ASSY 3/4 NOZ RLH28E
9822,SECTOR BOLT MACHINING 3/4 NOZ RLH28E
9823,SECTOR BLANK MACHINING RLH28E
9824,BEARING HSG 28E EXH 6B VIB RTD .25 ACCEL
9825,HOUSING BRG LWR EXHAUST END FOL 28E
9826,CAP BRG HOUSING A28E EXH 6 BOLT FOL
9827,HSG BRG INL KGBY 6B CO 28E RTD VIB ACCEL
9828,HSG BRG INL KGBY 6B WIDE OIL RING CUTOUT
9829,HOUSING BRG LWR INLET FOL CUTOUT 28E
9830,CAP BRG HOUSING INL KGBY FOL 6 BOLT 28E
9831,HANDVALVE ASSY RLH28E CASING BASE
9832,HANDVALVE PLUG CSG BASE RLH28E
9833,HSG MTG RLH DD 2-5/8PU IMO KEYPH NP
9834,BRACKET M/SWITCH C/TRIP RLH28E
9835,MTG HSG DD MS IMO PUMP RADIAL KEYPH
9836,ROTOR ASSY W 28E CCW .75MIL KGBY B&D FGD
9837,SHAFT A28E HVY HUB 3.0 EXT B&D FGD KGBY
9838,KEY MORTON HP 2824
9839,SHAFT BLK 3.88 DIA X 54.0 LG  4140 FGD
9840,WHEEL ASSY MILLED 3/4 HVY HUB
9841,NOZZLE BLK 03H6867 CCW 28E .75NOZ
9842,SHCS 3/4-10UNRC-3A X 1.75 B7
9843,NOZZLE BLK BOLT MACHINING LOWER 28E
9844,NOZZLE BLOCK BLANK MACHINING 28E
9845,NOZZLE BLOCK BLANK RLH28E A36 STL
9846,NOZZLE BLK BOLT MACHINING UPPER 28E
9847,KINGSBURY BRG 28E CCWTURB CWBRG KEYPH
9848,KINGSBURY THRUST BEARING JHJ-5 CW 2RTD
9849,DRAINS FLG 3PC A28E 201 03
9850,PIPING OIL FEED 28E KGBY 3RD LH GOV END
9851,PIPING OIL DRN 28E 3RD KGBY LH
9852,PIPE 2.000 SCH 80 SST
9853,FLANGE COVER RLHA28E 8-300/16-125
9854,HHCS 7/8-9UNC-2A X 1.00 GR5
9855,HHCS 1-8UNC-2A X 1.25 GR5
9856,FLANGE DISC BLANK EXHAUST 16-125/150#
9857,MOUNTING VALTEK 25 ACTUATOR RLH28E
9858,NUT HEX 1/2-13 STL-ZC
9859,PLATE VALTEK 25 MOUNTING RLH28E
9860,ROUND STK 8.250 STL
9861,SPACER VALTEK MOUNTING PLATE RLH28E
9862,STUD VALTEK MTG 28E 1/2-13UNC-2A  X 7.63
9863,THD ROD 0.500 - 13 UNC-2A CFS
9864,CLAMP PLATE VALTEK 25 MOUNTING RLH28E
9865,HARDWARE SECTOR 28E 4PC 201 B7
9866,STUD SECTOR 28E 1/2-13UNC-2A  X 3.25 B7
9867,SPACER SECTOR RLH28E
9868,TURBINE RLHA28E STD KBY DD/GD
9869,NIPPLE 1 X 9.50 SCH 80
9870,HHCS 5/8-11UNC-2A X 3.00 GR8
9871,HHCS 1-8UNC-2A X 5.00 B7
9872,SQHSS 3/4-10UNC-2A X 2.00
9873,PLATE FLEX BRG HSG RLH28E
9874,MOUNTING PLATE INL BRG HSG 28E
9875,FLAT STK 1.250 X 6.000 CFS
9876,LIFTING LUG RLH28E
9877,MOUNTING TRIP VALVE RLH28E B7
9878,STUD 7/8-9UNC-2A X 7.88 LG B7
9879,4PC 28E LH 201 8X16-125FF00 DI EXH B7
9880,LAGGING BLANKET RLHA 28E LH EXH
9881,"FITTING GLAND MHM4-050-B3-V 1/2"" NPT"
9882,"VALVE BUTTERFLY 8"" 300# CS BDY FLOWSEAL"
9883,"VALTEK 25  ACTUATOR 1.5"" STRK 4-20ma"
9884,FORCED FEED LUBE SYS API 611 4th 20 psi
9885,SH28 GLAND SEALS
9886,"VALVE CHEST 8"" 1-1/2"" TRAVEL B7 BOLTING"
9887,Assembly 03H6868
9888,BRG HSG INL A24 .25-28  ACCEL 1.5 S'FACE
9889,BRG HSG A24-28 EXH .25-28 ACCEL S'FACE
9890,ROTOR ASSY W 28 CCW .75  4140HT
9891,NOZZLE BLOCK 03H6868 28 CCW .75NOZ EXT
9892,CVB6 A24-28 202 DD TG 9PT SST SLEEVE
9893,4PC A28 RH 202 150FF03 6.0 EXT S/FACE
9894,3PC A28 RH 202 150FF03 6.0 B7 WCB EXT
9895,Assembly 03H6869
9896,BEARING HSG A19 EXH 1/4-28 1.5 S'FACE
9897,BEARING HSG A19 INL 1/4-28 1.50 S'FACE
9898,NOZZLE BLOCK 03H6869 CCW  19 .56
9899,Assembly 03H6873
9900,NOZZLE BLOCK 03H6873 H14 CCW .38  287
9901,THROTTLE H14 2X3 6PORT 600RF
9902,LINKAGE THROT H14 DD TG13 2.0
9903,VALVE LEVER 2.00
9904,Assembly 03H6875
9905,HSG MTG DD SOL TRIP PROX TOP/BOT PU  NP
9906,ROTOR W24 .44 MP/UT  WHL/ FORGED SHFT
9907,SHAFT  A24-28 FLAT 4140FGD B-D UT MP
9908,SHAFT BLK 3.62DIA X 48.0LG  4140 FGD
9909,"NOZZLE BLOCK 03H6876,76 CCW .44"
9910,SOLENOID TRIP/PROX RLH
9911,SHCS 8-32UNC-2A X 0.50 LG STL
9912,WASH LOC SPG NO. 8
9913,BRACKET SOLENOID/PROXIMITY TRIP
9914,FLAT STK 0.500 X 0.750 CFS
9915,RLHA24 LUBE OIL SYS LH CASCON - FT3088
9916,NIPPLE 1 X 3.50 SC40 SST
9917,BRACKET MTG INTEGRAL LUBE TANK H24 LH
9918,CVB3 A24 202 585CR/50 4PT MP/NWR CASCON
9919,PROXIMITY PROBE B-N 3300 8 MM/
9920,HOUSING B/N PROXIMITOR 3300 PANEL MOUNT
9921,PROXIMITY SWITCH & BRACKET MODEL 35 SPDT
9922,Assembly 03H6876
9923,Assembly 03H6878
9924,ROTOR ASSY W 24 CCW .56N 403 BR 1755 RPM
9925,NOZZLE BLOCK 03H6878 24 CCW .56NOZ EXT
9926,Assembly 03H6885
9927,ROTOR WB28 CCW .75NOZ
9928,NOZZLE BLK 28 DRILL (16)363 CCW 03H6885
9929,Assembly 03H6887
9930,ROTOR WB24 CCW .75 NOZ
9931,NOZZLE BLOCK 03H6887 24 CCW .75
9932,Assembly 03H6891
9933,ROTOR ASSY W 24 CCW .56N 403 BR 5763 RPM
9934,NOZ BLK 24 DR[16]144 CCW EXT SST 03H6891
9935,NOZZLE BLOCK BOLT MACHINING EXT SST
9936,PIPING OIL DRAIN HA24-28 API 3RD RH EXH
9937,"SOLENOID VLV, CENELEC ENERG TO VENT NC"
9938,LUFKIN GEAR REDUCER NM1600C
9939,Assembly 03H6892
9940,NOZZLE BLOCK 03H6892 CCW 19 .44
9941,Assembly 03H6893
9942,SECTOR ASSY H14 .75 NOZ .62 BKT
9943,SECTOR MACH H14 .62 BKT .75 NO
9944,SHROUD BAND SECTOR .62 BKT .349
9945,BEARING HOUSING H14 EXH COL OML
9946,BEARING HOUSING CAP H14 EXH COL
9947,BEARING HOUSING INL H14 GOV DD 3PU
9948,ROTOR FLAT H14 CCW .75NOZ  1755 RPM
9949,WHEEL FLAT H14 CCW .75 NOZ .62 BRO
9950,WHEEL H14 .62 BRO .75 NOZ
9951,BKT BRO W 0.900 L 403
9952,BKT BRO W 1.100 L 403
9953,"NOZZLE BLOCK 03H6893,94 H14 CCW .75  258"
9954,DRAINS 3PC H14 FOR OIL LUBE SYSTEM
9955,LUBE OIL SYSTEM ASSEMBLY
9956,LUBE OIL RESERVOIR RH
9957,BRACKET MTG INTEGRAL LUBE TANK H14
9958,SIGNAL GEAR MAG P/U 30T RLH14
9959,GEAR SIGNAL MAG P/U 30T RLH14
9960,THROTTLE H14 3.00-600/03 6PT DD
